,loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
7310,1,6000,D,RENT,31200,21,0-15,13.5+
8393,1,6000,C,MORTGAGE,54902.52,25,30-45,13.5+
13825,1,8300,C,MORTGAGE,22800,22,Missing,11-13.5
11960,1,1000,C,RENT,50000,28,0-15,13.5+
1089,1,2200,A,MORTGAGE,50000,24,0-15,11-Aug
11367,1,9950,C,RENT,25404,32,15-30,11-13.5
22946,1,4900,C,OWN,36000,32,0-15,11-13.5
18484,1,3500,B,RENT,36000,23,Missing,11-13.5
28552,1,20500,C,RENT,38400,31,0-15,11-13.5
26314,1,1500,D,MORTGAGE,60000,24,0-15,13.5+
28349,1,3000,C,RENT,37440,29,0-15,11-13.5
10436,1,6725,A,MORTGAGE,36000,23,0-15,0-8
6358,1,1200,E,RENT,34560,22,0-15,13.5+
1342,1,1000,D,OWN,17280,38,0-15,13.5+
18188,1,4800,B,RENT,65004,29,0-15,11-13.5
1527,1,21200,B,MORTGAGE,60000,23,15-30,11-13.5
7185,1,6350,A,MORTGAGE,43200,24,0-15,0-8
28828,1,4725,C,RENT,19800,26,0-15,11-13.5
18081,1,4200,C,RENT,28800,40,0-15,13.5+
27477,1,3000,B,MORTGAGE,40000,25,0-15,11-Aug
24556,1,20000,E,MORTGAGE,82000,34,0-15,13.5+
8007,1,5000,A,OWN,48600,23,0-15,0-8
14960,1,12000,B,MORTGAGE,33600,25,0-15,11-Aug
3156,1,9600,D,RENT,45000,22,0-15,13.5+
25641,1,11600,D,MORTGAGE,133228,24,15-30,13.5+
5088,1,3600,A,RENT,24000,24,0-15,0-8
13346,1,25000,D,RENT,90000,39,0-15,13.5+
9512,1,5425,B,RENT,83200,27,0-15,11-Aug
9593,1,3000,D,RENT,39600,27,Missing,13.5+
7957,1,15000,D,MORTGAGE,40000,22,0-15,13.5+
15199,1,1800,B,MORTGAGE,68400,23,Missing,11-Aug
155,1,13650,B,MORTGAGE,86000,32,15-30,11-13.5
5723,1,6000,B,MORTGAGE,61000,24,15-30,11-13.5
28577,1,10000,C,MORTGAGE,92400,24,0-15,11-13.5
16164,1,1000,D,RENT,14400,29,0-15,13.5+
24579,1,5175,B,RENT,21000,25,0-15,11-13.5
4539,1,8000,A,MORTGAGE,40000,44,0-15,0-8
21217,1,8500,B,MORTGAGE,46500,24,15-30,11-Aug
1281,1,1000,E,RENT,38000,25,0-15,13.5+
4820,1,7075,D,OWN,62910,33,0-15,13.5+
5261,1,11400,B,MORTGAGE,58800,29,Missing,11-Aug
25264,1,10000,C,RENT,46000,29,0-15,11-13.5
1774,1,10800,A,RENT,75000,26,0-15,0-8
21246,1,25000,B,MORTGAGE,110000,22,15-30,11-Aug
6868,1,9000,B,RENT,26400,24,0-15,11-13.5
27373,1,15000,D,MORTGAGE,73700,23,0-15,13.5+
9816,1,5000,D,RENT,24000,21,0-15,Missing
20001,1,16000,C,MORTGAGE,43200,26,0-15,11-13.5
22244,1,25000,E,RENT,55000,41,0-15,13.5+
26148,1,10000,C,RENT,45000,35,0-15,11-13.5
17522,1,12000,A,RENT,57000,24,0-15,0-8
13186,1,10000,C,RENT,84000,33,0-15,11-13.5
28561,1,15000,F,MORTGAGE,107000,23,0-15,13.5+
13785,1,12000,C,RENT,60000,23,0-15,11-13.5
115,1,5600,C,MORTGAGE,85000,24,0-15,13.5+
19740,1,25000,D,MORTGAGE,94500,30,0-15,13.5+
25140,1,6000,B,MORTGAGE,70000,27,0-15,Missing
21598,1,18000,B,MORTGAGE,62000,21,0-15,11-Aug
27610,1,4000,D,RENT,15000,30,0-15,13.5+
4199,1,4200,D,RENT,70000,32,0-15,Missing
28812,1,12000,D,RENT,27000,47,0-15,11-13.5
592,1,15000,C,RENT,38000,21,0-15,13.5+
10593,1,10500,A,MORTGAGE,48000,23,15-30,0-8
20918,1,3000,B,RENT,13200,28,0-15,11-Aug
25816,1,18500,C,OWN,55000,23,0-15,11-13.5
147,1,12000,C,MORTGAGE,70000,33,0-15,Missing
29044,1,2500,B,MORTGAGE,75000,23,0-15,11-Aug
12295,1,15000,D,RENT,36000,37,0-15,Missing
20796,1,10000,C,RENT,50000,28,0-15,11-13.5
1329,1,8000,B,RENT,42816,24,0-15,11-Aug
25566,1,5600,B,RENT,30000,23,0-15,Missing
8344,1,2000,B,RENT,50000,27,0-15,11-13.5
24010,1,5000,A,RENT,25000,24,0-15,11-Aug
20458,1,4000,B,RENT,22000,24,0-15,11-13.5
27069,1,15000,D,RENT,60000,34,0-15,13.5+
28656,1,10425,B,OWN,60000,27,0-15,11-Aug
27947,1,3000,B,RENT,36000,31,0-15,11-Aug
7666,1,5200,C,MORTGAGE,60000,23,0-15,13.5+
21156,1,1500,B,MORTGAGE,58000,36,0-15,11-13.5
8928,1,6000,B,RENT,43000,35,0-15,11-Aug
11235,1,2000,B,RENT,32640,24,0-15,11-Aug
5878,1,7200,B,RENT,50000,35,0-15,11-13.5
7032,1,2000,D,MORTGAGE,15000,31,0-15,13.5+
14320,1,12000,B,RENT,58260,24,0-15,11-Aug
14796,1,12000,A,MORTGAGE,35000,22,30-45,0-8
16835,1,12000,B,MORTGAGE,57000,22,0-15,11-13.5
28767,1,20000,D,RENT,48000,22,0-15,11-13.5
3034,1,15000,B,MORTGAGE,42655.8,48,Missing,11-13.5
28380,1,20000,C,OTHER,55000,24,0-15,11-13.5
23945,1,1750,D,OWN,15000,25,0-15,13.5+
9992,1,1000,C,RENT,60000,55,0-15,13.5+
15244,1,5600,D,RENT,30000,21,0-15,13.5+
25778,1,13800,C,RENT,33036,33,0-15,11-13.5
24757,1,3500,A,RENT,12996,22,0-15,11-Aug
16277,1,2000,C,RENT,38400,25,0-15,13.5+
9486,1,1000,A,RENT,9600,24,0-15,11-Aug
24107,1,5000,C,MORTGAGE,29664,21,0-15,13.5+
10802,1,3200,B,RENT,37000,21,0-15,11-Aug
23519,1,5000,B,RENT,43900,22,0-15,11-13.5
28426,1,24000,B,MORTGAGE,70000,34,0-15,11-Aug
28743,1,11000,D,MORTGAGE,52500,29,0-15,11-13.5
6409,1,5000,D,RENT,46000,26,0-15,13.5+
20058,1,7000,A,MORTGAGE,61000,24,Missing,0-8
3717,1,3400,D,RENT,32004,32,0-15,Missing
26447,1,25000,F,MORTGAGE,265000,25,0-15,13.5+
13095,1,20000,C,MORTGAGE,98000,27,0-15,11-13.5
27643,1,25000,B,MORTGAGE,86000,27,0-15,11-13.5
5572,1,8500,A,RENT,27000,37,0-15,11-Aug
6164,1,6500,D,MORTGAGE,54000,22,0-15,13.5+
2662,1,2400,B,RENT,12000,31,0-15,11-13.5
17274,1,8800,A,MORTGAGE,60000,31,15-30,0-8
21680,1,18000,D,RENT,71000,25,0-15,13.5+
7794,1,35000,E,RENT,85000,31,0-15,13.5+
22024,1,15000,D,RENT,37000,22,15-30,Missing
18104,1,4000,B,RENT,12000,28,0-15,Missing
13847,1,6000,D,RENT,60000,23,0-15,13.5+
19759,1,4000,C,MORTGAGE,74551.92,26,0-15,13.5+
17832,1,5000,B,RENT,52000,43,0-15,11-Aug
97,1,24000,C,MORTGAGE,90000,24,0-15,13.5+
1666,1,1200,D,RENT,20400,23,0-15,13.5+
9590,1,16000,C,MORTGAGE,110000,24,0-15,13.5+
22291,1,8000,B,MORTGAGE,52000,22,0-15,11-13.5
8116,1,35000,F,RENT,120366.05,23,0-15,13.5+
19177,1,25000,B,MORTGAGE,120000,32,15-30,11-Aug
14282,1,3000,C,RENT,55000,22,0-15,11-13.5
25789,1,9800,C,OWN,62000,33,0-15,13.5+
24081,1,20000,B,RENT,78000,23,0-15,11-13.5
6328,1,15000,C,MORTGAGE,48000,51,0-15,13.5+
17180,1,1600,C,RENT,38400,24,0-15,13.5+
18600,1,8000,C,RENT,21996,25,0-15,13.5+
19951,1,5000,C,RENT,16800,24,0-15,13.5+
27464,1,16000,F,RENT,63175.25,22,0-15,13.5+
26112,1,9000,B,MORTGAGE,43700,25,0-15,11-13.5
798,1,18500,A,RENT,112000,31,0-15,0-8
17934,1,3000,A,RENT,28800,27,0-15,0-8
10393,1,4000,B,MORTGAGE,35000,28,0-15,11-Aug
19333,1,25000,B,MORTGAGE,49600,23,0-15,Missing
11896,1,8000,A,RENT,39000,29,0-15,0-8
9134,1,11500,B,MORTGAGE,55000,32,0-15,11-Aug
18737,1,1500,B,RENT,30000,29,0-15,11-13.5
24984,1,6500,D,RENT,42500,34,0-15,13.5+
13205,1,16000,D,MORTGAGE,55530,23,0-15,13.5+
16517,1,10000,D,MORTGAGE,71028,36,0-15,13.5+
19136,1,1000,B,RENT,28000,22,0-15,11-Aug
7266,1,6000,C,RENT,48000,23,0-15,11-13.5
26135,1,3000,B,RENT,30000,25,0-15,11-13.5
12220,1,1400,B,RENT,48000,23,15-30,11-Aug
8613,1,5000,C,RENT,41000,21,0-15,13.5+
20236,1,7000,D,RENT,20000,27,Missing,Missing
8923,1,12000,A,RENT,36000,28,0-15,0-8
20658,1,4200,E,RENT,34000,26,0-15,13.5+
20801,1,20000,C,MORTGAGE,65000,26,0-15,11-13.5
14330,1,10000,B,MORTGAGE,73524,24,0-15,11-Aug
3682,1,6000,C,RENT,41600,33,0-15,11-13.5
7248,1,1600,D,RENT,57000,21,0-15,13.5+
7983,1,14500,B,RENT,55500,24,0-15,11-13.5
3434,1,5000,A,OWN,18000,27,0-15,0-8
3419,1,15000,D,RENT,94000,23,0-15,13.5+
23237,1,7750,E,RENT,26000,21,0-15,13.5+
12607,1,2500,A,RENT,42228,25,0-15,0-8
4793,1,4000,C,RENT,45000,37,0-15,13.5+
17371,1,12000,D,RENT,80000,27,0-15,13.5+
18882,1,14500,D,MORTGAGE,89000,25,0-15,13.5+
15365,1,15250,E,RENT,42000,24,0-15,13.5+
25819,1,8000,C,OWN,34000,27,0-15,11-13.5
28684,1,18000,A,RENT,64000,30,0-15,11-Aug
11701,1,13200,D,RENT,60000,26,0-15,13.5+
4493,1,3000,A,RENT,35000,25,15-30,0-8
1621,1,6625,B,RENT,24947.3,33,0-15,11-13.5
22460,1,13000,B,RENT,45000,55,0-15,11-13.5
26754,1,3500,B,RENT,51996,24,0-15,11-13.5
9200,1,2000,A,RENT,19200,29,0-15,0-8
10790,1,5000,B,OWN,36000,32,0-15,11-Aug
4117,1,18000,B,RENT,42480,43,0-15,11-13.5
21782,1,9000,A,MORTGAGE,2.00E+05,31,Missing,0-8
23388,1,12000,B,MORTGAGE,35400,21,0-15,11-13.5
1667,1,5000,C,RENT,24000,23,0-15,13.5+
17729,1,25000,B,MORTGAGE,72000,37,Missing,11-13.5
15951,1,7000,B,OWN,87504,24,0-15,11-Aug
24428,1,20000,E,MORTGAGE,73400,21,0-15,13.5+
2205,1,3500,D,MORTGAGE,50000,26,0-15,13.5+
9206,1,10000,C,RENT,60000,25,0-15,13.5+
19398,1,25000,F,MORTGAGE,75000,28,0-15,13.5+
28158,1,10000,B,MORTGAGE,2.00E+05,32,0-15,11-Aug
22340,1,9975,B,RENT,60000,22,0-15,11-13.5
23747,1,8000,C,OWN,30000,47,0-15,Missing
6447,1,8000,B,RENT,40000,27,15-30,11-13.5
19570,1,16000,F,MORTGAGE,60000,33,0-15,13.5+
21658,1,3250,A,MORTGAGE,39000,21,0-15,0-8
15379,1,12000,D,RENT,30000,22,0-15,13.5+
3421,1,10375,C,RENT,41280,25,0-15,13.5+
8332,1,15000,D,RENT,54000,25,0-15,13.5+
15832,1,10000,D,RENT,75000,25,0-15,13.5+
27528,1,18000,A,MORTGAGE,90000,29,0-15,11-Aug
12828,1,15000,B,RENT,84500,32,0-15,Missing
16389,1,5000,B,MORTGAGE,86700,27,0-15,11-13.5
12700,1,10000,C,RENT,35000,33,0-15,11-13.5
2328,1,6250,D,MORTGAGE,28000,43,0-15,Missing
8025,1,1275,B,MORTGAGE,65964,24,0-15,11-Aug
4106,1,6000,B,MORTGAGE,59000,23,0-15,11-Aug
14561,1,7000,A,MORTGAGE,90000,42,Missing,0-8
5269,1,4200,B,RENT,42499,25,0-15,11-Aug
4198,1,1400,A,MORTGAGE,28800,24,0-15,11-Aug
9838,1,11200,C,MORTGAGE,72000,30,15-30,11-13.5
23556,1,8000,D,RENT,62400,24,0-15,13.5+
5052,1,12000,D,MORTGAGE,133000,31,0-15,13.5+
18412,1,1000,A,RENT,12000,33,Missing,0-8
27245,1,8500,C,MORTGAGE,43000,24,0-15,11-13.5
24415,1,6000,D,MORTGAGE,38652,20,0-15,13.5+
10215,1,5000,A,MORTGAGE,50000,22,0-15,0-8
1422,1,18000,A,RENT,50000,24,0-15,0-8
4150,1,30000,A,MORTGAGE,61500,22,0-15,0-8
11746,1,3600,C,RENT,50000,22,0-15,11-13.5
818,1,16500,D,MORTGAGE,64000,23,15-30,Missing
15717,1,10000,C,MORTGAGE,140004,22,0-15,11-13.5
14037,1,4000,A,RENT,40000,25,Missing,Missing
20178,1,14000,C,MORTGAGE,69582,24,0-15,13.5+
28719,1,25000,F,MORTGAGE,113000,42,0-15,13.5+
8805,1,4500,B,MORTGAGE,42000,26,0-15,11-Aug
21538,1,4200,B,MORTGAGE,33000,29,0-15,11-13.5
16445,1,10000,A,OWN,45000,29,0-15,0-8
28078,1,7500,C,RENT,40000,30,0-15,Missing
19698,1,1750,D,RENT,22800,23,0-15,13.5+
16547,1,25000,G,RENT,203000,29,0-15,13.5+
19390,1,12000,D,RENT,840000,32,0-15,13.5+
25240,1,17000,C,MORTGAGE,26000,22,0-15,11-13.5
26648,1,8000,B,RENT,39996,23,0-15,11-Aug
28212,1,4000,B,RENT,15000,22,0-15,11-Aug
21978,1,23975,E,MORTGAGE,150000,30,0-15,13.5+
4255,1,23800,A,OWN,102000,24,0-15,11-Aug
2711,1,8875,B,MORTGAGE,40000,27,0-15,11-Aug
18987,1,6000,D,RENT,171000,28,0-15,13.5+
1209,1,10400,C,RENT,38004,32,0-15,13.5+
17668,1,12000,B,OWN,56600,23,0-15,11-Aug
5814,1,10000,B,OWN,60000,29,0-15,11-Aug
1971,1,10625,C,MORTGAGE,51000,24,0-15,13.5+
6711,1,13000,E,RENT,50000,23,0-15,13.5+
19400,1,10000,C,OWN,60000,22,0-15,Missing
418,1,28000,A,MORTGAGE,118000,24,0-15,0-8
4918,1,12000,A,MORTGAGE,40000,30,0-15,Missing
23572,1,7750,B,MORTGAGE,23868,38,0-15,11-13.5
1000,1,6000,C,MORTGAGE,39168,25,15-30,13.5+
20841,1,20000,E,MORTGAGE,90000,27,0-15,13.5+
12368,1,1000,B,RENT,10000,23,Missing,11-Aug
5372,1,11200,C,MORTGAGE,91200,25,0-15,13.5+
20495,1,20000,B,RENT,75000,22,0-15,11-Aug
9009,1,2800,A,RENT,54000,21,0-15,11-Aug
22420,1,15000,B,MORTGAGE,62500,48,0-15,11-13.5
21028,1,19750,D,RENT,53000,25,0-15,13.5+
4746,1,25500,D,MORTGAGE,75000,35,0-15,13.5+
386,1,21250,B,RENT,37000,22,0-15,11-13.5
20813,1,7000,C,RENT,58000,36,0-15,13.5+
3177,1,4000,F,MORTGAGE,70000,24,0-15,13.5+
18025,1,6000,C,MORTGAGE,50000,27,0-15,11-13.5
22628,1,2500,G,MORTGAGE,45600,27,0-15,13.5+
23211,1,9000,B,RENT,32000,27,0-15,11-13.5
3901,1,8000,D,MORTGAGE,65000,29,0-15,13.5+
24366,1,10000,B,RENT,30000,23,0-15,11-13.5
1573,1,7000,B,RENT,36475,30,0-15,Missing
27499,1,8550,D,RENT,79000,41,0-15,13.5+
7172,1,3000,E,RENT,30000,24,0-15,13.5+
25681,1,10000,A,MORTGAGE,58500,30,15-30,11-Aug
5999,1,12800,C,RENT,36000,30,15-30,13.5+
8416,1,1200,B,OWN,30480,37,0-15,11-13.5
23202,1,6250,C,OWN,29000,28,0-15,11-13.5
8269,1,2400,C,RENT,99999,25,0-15,13.5+
16300,1,6000,E,MORTGAGE,65600,25,0-15,13.5+
1859,1,7500,A,RENT,34000,26,0-15,0-8
15766,1,24000,F,RENT,53000,24,0-15,13.5+
27128,1,7500,D,RENT,45000,22,0-15,Missing
19482,1,5000,C,MORTGAGE,30000,24,0-15,11-13.5
18798,1,1750,C,MORTGAGE,38400,21,0-15,13.5+
7803,1,6000,B,RENT,55000,31,0-15,11-Aug
126,1,2500,A,OWN,12000,21,Missing,0-8
22224,1,25000,D,MORTGAGE,240000,48,0-15,13.5+
27676,1,10000,B,MORTGAGE,93996,22,0-15,11-13.5
28787,1,9600,C,MORTGAGE,61200,24,15-30,11-Aug
2189,1,5000,D,RENT,50000,23,0-15,13.5+
10842,1,9600,D,RENT,40000,25,0-15,13.5+
23456,1,4750,D,OWN,25920,40,0-15,Missing
13179,1,8400,D,MORTGAGE,62400,22,0-15,13.5+
14274,1,15000,A,MORTGAGE,98004,25,0-15,0-8
2052,1,3000,B,MORTGAGE,39192,26,Missing,11-13.5
10333,1,10000,C,RENT,35238.48,27,0-15,11-13.5
22365,1,12000,D,RENT,40000,28,0-15,13.5+
13591,1,4000,B,RENT,54000,23,0-15,11-Aug
24050,1,12000,D,MORTGAGE,72000,26,0-15,Missing
22886,1,6500,D,RENT,36000,30,0-15,13.5+
23701,1,14800,D,MORTGAGE,60000,29,0-15,13.5+
16309,1,3250,C,RENT,10200,22,0-15,Missing
24231,1,1500,B,RENT,17496,46,0-15,11-13.5
6943,1,9250,B,RENT,40000,35,0-15,11-Aug
16764,1,20000,B,RENT,60000,23,0-15,11-13.5
28252,1,20000,C,RENT,54912,24,0-15,11-13.5
3143,1,8000,A,RENT,27000,24,0-15,11-Aug
23484,1,1000,B,MORTGAGE,25200,22,0-15,11-13.5
8651,1,5000,B,MORTGAGE,50000,24,Missing,11-13.5
12966,1,8000,A,RENT,80000,25,0-15,0-8
15477,1,3000,D,RENT,42000,35,0-15,Missing
8566,1,15000,A,MORTGAGE,45600,30,0-15,0-8
14398,1,5500,B,RENT,12000,22,0-15,11-Aug
17245,1,2000,B,OWN,45000,43,Missing,11-13.5
27848,1,3000,C,RENT,24000,22,0-15,Missing
28893,1,9600,D,RENT,60000,27,0-15,11-13.5
350,1,14400,D,RENT,51871,24,0-15,Missing
485,1,21600,D,MORTGAGE,58600,27,0-15,13.5+
17960,1,5000,A,MORTGAGE,50000,30,15-30,0-8
1968,1,15000,A,MORTGAGE,95000,23,0-15,11-Aug
26509,1,8400,C,RENT,45000,23,0-15,13.5+
24515,1,6000,D,MORTGAGE,40000,30,15-30,13.5+
28497,1,14700,C,RENT,37200,25,0-15,11-13.5
27742,1,6500,C,MORTGAGE,63000,24,0-15,11-13.5
13396,1,13000,A,RENT,66000,23,0-15,0-8
16743,1,5225,D,MORTGAGE,28000,23,0-15,13.5+
17985,1,3400,B,MORTGAGE,76145,25,15-30,Missing
16895,1,2000,A,MORTGAGE,63600,35,15-30,0-8
15472,1,3000,D,MORTGAGE,36576,26,15-30,13.5+
11588,1,6000,B,OWN,31200,23,0-15,11-Aug
19104,1,8000,A,RENT,36996,22,0-15,0-8
25661,1,10000,C,RENT,32004,23,0-15,13.5+
1231,1,12000,B,RENT,69600,29,0-15,11-13.5
1104,1,12000,B,MORTGAGE,54600,22,15-30,11-13.5
27432,1,1800,B,OWN,24449.16,22,0-15,11-13.5
13767,1,12250,A,MORTGAGE,40000,26,0-15,0-8
25595,1,15000,C,OWN,43600,23,15-30,Missing
8640,1,7425,B,OWN,71884,56,0-15,11-Aug
10729,1,6625,C,RENT,28000,21,0-15,11-13.5
14913,1,8000,B,MORTGAGE,38000,25,0-15,11-Aug
13426,1,20000,D,MORTGAGE,120000,39,0-15,13.5+
27745,1,10500,A,RENT,55000,22,0-15,11-Aug
18059,1,7750,D,MORTGAGE,65619,27,0-15,13.5+
28335,1,25000,D,MORTGAGE,62000,27,0-15,13.5+
18722,1,25000,D,MORTGAGE,91200,33,0-15,13.5+
27782,1,6000,C,RENT,47628,24,0-15,11-13.5
15192,1,3600,B,RENT,12000,25,Missing,11-Aug
21774,1,4000,C,RENT,20000,28,0-15,11-13.5
6750,1,4400,B,MORTGAGE,36000,30,0-15,11-13.5
18258,1,4900,B,RENT,38400,25,0-15,11-13.5
8510,1,5000,C,RENT,48000,26,0-15,13.5+
17907,1,7750,D,MORTGAGE,40000,22,0-15,13.5+
3116,1,10800,A,MORTGAGE,51000,33,30-45,0-8
8073,1,1600,D,RENT,39000,27,0-15,13.5+
26276,1,9000,B,OWN,98736,29,15-30,11-13.5
1216,1,15075,C,RENT,37000,24,0-15,13.5+
28788,1,2225,A,MORTGAGE,120000,31,0-15,0-8
8117,1,11375,B,MORTGAGE,157124,37,30-45,11-Aug
18047,1,3500,C,RENT,24000,28,0-15,13.5+
21553,1,1200,C,OWN,60000,25,0-15,13.5+
19155,1,4750,A,OWN,18000,32,0-15,0-8
665,1,24000,B,RENT,120000,24,0-15,11-13.5
12096,1,3825,B,RENT,40000,24,0-15,11-Aug
25588,1,2000,E,RENT,24000,24,0-15,13.5+
1913,1,12000,B,MORTGAGE,87000,27,15-30,11-Aug
25101,1,8000,C,RENT,47000,27,0-15,11-13.5
20293,1,10000,B,RENT,33600,24,0-15,11-Aug
5992,1,4000,B,RENT,58800,26,0-15,11-Aug
23264,1,8500,C,RENT,18000,23,0-15,Missing
8359,1,4800,E,RENT,58000,26,0-15,13.5+
11755,1,19000,G,MORTGAGE,80000,22,0-15,13.5+
2699,1,14000,B,OWN,45760,27,0-15,Missing
28366,1,9500,C,RENT,40000,23,0-15,Missing
10494,1,8000,D,MORTGAGE,51000,33,0-15,13.5+
19937,1,4750,D,RENT,14400,31,0-15,13.5+
24171,1,7000,A,MORTGAGE,45000,22,0-15,11-Aug
10138,1,10000,D,MORTGAGE,48200,27,0-15,13.5+
110,1,12000,B,RENT,42000,24,0-15,11-Aug
26439,1,13750,D,RENT,30000,21,0-15,13.5+
7132,1,6000,C,RENT,55000,29,0-15,13.5+
21610,1,7000,D,RENT,51000,21,0-15,13.5+
10981,1,15000,B,RENT,48000,22,15-30,11-Aug
26020,1,15250,B,MORTGAGE,90000,23,0-15,Missing
7662,1,1500,A,RENT,45000,24,0-15,11-Aug
23151,1,5000,C,MORTGAGE,110000,24,0-15,11-13.5
23383,1,15000,C,MORTGAGE,87000,23,0-15,11-13.5
10859,1,12000,B,RENT,24996,22,0-15,11-Aug
1662,1,7000,A,MORTGAGE,47000,22,45+,0-8
22356,1,3500,D,MORTGAGE,19012.8,21,0-15,13.5+
28219,1,16000,D,RENT,50000,34,0-15,11-13.5
441,1,3000,D,MORTGAGE,65000,25,0-15,13.5+
668,1,10625,C,RENT,26500,30,15-30,13.5+
6618,1,9800,A,MORTGAGE,50000,25,0-15,0-8
21957,1,8000,C,RENT,35000,23,0-15,11-13.5
8547,1,6125,A,RENT,120000,32,15-30,0-8
13954,1,6500,A,MORTGAGE,64800,27,0-15,Missing
3440,1,12000,A,RENT,41830.08,32,Missing,0-8
1572,1,12000,C,MORTGAGE,40000,23,0-15,13.5+
20,1,15000,C,RENT,60000,30,0-15,13.5+
21745,1,5000,B,RENT,58000,28,15-30,11-13.5
1358,1,7000,C,RENT,55900,28,0-15,13.5+
8972,1,6000,B,RENT,19200,24,0-15,11-Aug
6832,1,3000,C,MORTGAGE,45000,30,0-15,13.5+
22543,1,7500,A,RENT,12720,21,0-15,0-8
22221,1,25000,F,MORTGAGE,1.00E+05,22,0-15,13.5+
26994,1,15000,E,MORTGAGE,85008,26,0-15,13.5+
22944,1,18000,C,MORTGAGE,47682,26,0-15,11-13.5
2525,1,4000,A,RENT,40860,31,0-15,Missing
27140,1,14125,D,RENT,30000,28,0-15,13.5+
24933,1,5000,D,MORTGAGE,95000,23,0-15,13.5+
2560,1,6850,B,RENT,53000,22,0-15,11-Aug
14424,1,6000,C,RENT,22800,25,0-15,11-13.5
463,1,22250,B,RENT,41000,23,0-15,11-13.5
7071,1,5125,A,RENT,60000,21,0-15,0-8
25984,1,9000,D,MORTGAGE,50004,22,0-15,13.5+
7815,1,3000,D,RENT,42000,27,0-15,13.5+
5562,1,4500,A,RENT,60000,23,0-15,11-Aug
18229,1,10000,D,RENT,53292,24,0-15,13.5+
26317,1,10000,E,RENT,26000,24,0-15,13.5+
18480,1,16000,A,MORTGAGE,60000,22,0-15,0-8
26042,1,8000,B,OWN,24996,23,0-15,11-13.5
21266,1,6000,D,MORTGAGE,34000,25,0-15,13.5+
20853,1,5550,B,RENT,31000,22,0-15,11-13.5
27636,1,16000,E,MORTGAGE,58200,37,0-15,13.5+
23979,1,18000,E,MORTGAGE,74900,28,0-15,13.5+
29043,1,2500,D,MORTGAGE,32000,23,0-15,11-13.5
25375,1,12000,B,MORTGAGE,57000,24,15-30,Missing
421,1,3000,A,MORTGAGE,65000,27,0-15,0-8
26330,1,4500,A,RENT,38000,22,0-15,11-Aug
20674,1,12000,C,MORTGAGE,60000,25,Missing,11-13.5
28823,1,9000,B,MORTGAGE,112000,25,0-15,11-Aug
27216,1,15000,D,MORTGAGE,65004,43,0-15,Missing
5381,1,35000,B,RENT,82000,65,0-15,11-Aug
15461,1,5000,B,RENT,39996,21,0-15,11-Aug
24232,1,20000,B,MORTGAGE,95000,23,0-15,11-13.5
28956,1,10000,B,MORTGAGE,275000,26,0-15,Missing
26342,1,10000,D,RENT,45000,24,0-15,13.5+
27988,1,5000,C,MORTGAGE,42000,26,0-15,11-13.5
9375,1,8000,D,RENT,25000,33,15-30,Missing
4097,1,25000,C,MORTGAGE,108000,31,0-15,Missing
17534,1,6000,A,RENT,50000,40,0-15,Missing
3916,1,8875,A,MORTGAGE,58044,29,0-15,0-8
12429,1,5000,B,MORTGAGE,51000,23,0-15,11-Aug
28912,1,10000,B,RENT,72500,26,0-15,11-Aug
27552,1,2400,E,MORTGAGE,41760,21,0-15,Missing
15086,1,22500,A,MORTGAGE,50000,26,0-15,Missing
12396,1,13000,B,MORTGAGE,31000,32,0-15,Missing
6115,1,4500,B,RENT,66000,25,0-15,11-Aug
28415,1,11225,D,MORTGAGE,31356,22,0-15,Missing
23774,1,6000,B,MORTGAGE,34980,25,0-15,11-13.5
28562,1,10000,D,MORTGAGE,58000,22,0-15,13.5+
21751,1,16000,C,RENT,50000,28,0-15,11-13.5
2002,1,10000,C,MORTGAGE,80000,34,0-15,13.5+
21757,1,10000,C,RENT,83976,27,0-15,13.5+
559,1,18000,C,OWN,66000,26,0-15,11-13.5
28109,1,7500,B,OTHER,35000,22,0-15,11-Aug
10865,1,6500,C,MORTGAGE,55200,22,0-15,11-13.5
18605,1,10000,A,RENT,30720,26,0-15,0-8
6151,1,14000,B,MORTGAGE,90000,23,0-15,Missing
24375,1,15350,B,RENT,54288,22,0-15,11-13.5
16883,1,5000,B,RENT,96000,28,0-15,11-13.5
23469,1,1000,A,RENT,75000,30,0-15,11-Aug
5630,1,3000,B,RENT,42000,22,0-15,11-13.5
20639,1,16000,C,RENT,80000,29,0-15,11-13.5
866,1,8000,A,OWN,42240,25,0-15,0-8
24209,1,9000,B,MORTGAGE,145000,26,0-15,11-13.5
6100,1,3000,D,RENT,60000,40,0-15,13.5+
19335,1,4000,C,MORTGAGE,25200,22,0-15,11-13.5
4863,1,20000,D,RENT,53000,22,0-15,13.5+
23146,1,14100,C,RENT,52000,22,0-15,13.5+
4552,1,2500,C,MORTGAGE,104085,25,0-15,13.5+
25863,1,10000,C,RENT,33996,25,0-15,11-13.5
21172,1,12000,C,RENT,52800,25,0-15,11-13.5
2835,1,12600,B,OWN,38000,30,15-30,Missing
27175,1,10000,B,MORTGAGE,140000,25,0-15,11-13.5
5245,1,9500,D,MORTGAGE,28000,23,0-15,13.5+
7330,1,1700,B,RENT,50000,37,0-15,11-Aug
16763,1,7200,A,MORTGAGE,34000,21,0-15,0-8
